in s,C1 in V
7.2410112E-01,-3.66211E-03
7.2414720E-01,-5.12695E-03
7.2419328E-01,-4.15039E-03
7.2423936E-01,-4.15039E-03
7.2428544E-01,-5.12695E-03
7.2433152E-01,-5.61523E-03
7.2437760E-01,-5.61523E-03
7.2442368E-01,-5.12695E-03
7.2446976E-01,-6.59180E-03
7.2451584E-01,-4.63867E-03
7.2456192E-01,-3.66211E-03
7.2460800E-01,-5.12695E-03
7.2465408E-01,-7.08008E-03
7.2470016E-01,-4.63867E-03
7.2474624E-01,-4.15039E-03
7.2479232E-01,-4.63867E-03
7.2483840E-01,-5.61523E-03
7.2488448E-01,-7.08008E-03
7.2493056E-01,-5.12695E-03
7.2497664E-01,-4.15039E-03
7.2502272E-01,-3.66211E-03
7.2506880E-01,-6.59180E-03
7.2511488E-01,-5.12695E-03
7.2516096E-01,-4.15039E-03
7.2520704E-01,-3.66211E-03
7.2525312E-01,-3.17383E-03
7.2529920E-01,-5.61523E-03
7.2534528E-01,-3.66211E-03
7.2539136E-01,-6.59180E-03
7.2543744E-01,-5.12695E-03
7.2548352E-01,-3.66211E-03
7.2552960E-01,-4.63867E-03
7.2557568E-01,-5.61523E-03
7.2562176E-01,-5.61523E-03
7.2566784E-01,-4.63867E-03
7.2571392E-01,-3.66211E-03
7.2576000E-01,-4.63867E-03
7.2580608E-01,-5.61523E-03
7.2585216E-01,-7.08008E-03
7.2589824E-01,-5.61523E-03
7.2594432E-01,-6.10352E-03
7.2599040E-01,-3.66211E-03
7.2603648E-01,-4.15039E-03
7.2608256E-01,-4.63867E-03
7.2612864E-01,-5.12695E-03
7.2617472E-01,-3.66211E-03
7.2622080E-01,-5.61523E-03
7.2626688E-01,-5.61523E-03
7.2631296E-01,-5.61523E-03
7.2635904E-01,-5.61523E-03
7.2640512E-01,-3.66211E-03
7.2645120E-01,-5.61523E-03
7.2649728E-01,-3.66211E-03
7.2654336E-01,-5.12695E-03
7.2658944E-01,-3.66211E-03
7.2663552E-01,-4.63867E-03
7.2668160E-01,-5.61523E-03
7.2672768E-01,-5.12695E-03
7.2677376E-01,-5.61523E-03
7.2681984E-01,-4.15039E-03
7.2686592E-01,-6.10352E-03
7.2691200E-01,-5.12695E-03
7.2695808E-01,-5.12695E-03
7.2700416E-01,-5.61523E-03
7.2705024E-01,-4.63867E-03
7.2709632E-01,-6.59180E-03
7.2714240E-01,-4.63867E-03
7.2718848E-01,-2.68555E-03
7.2723456E-01,-5.61523E-03
7.2728064E-01,-5.12695E-03
7.2732672E-01,-5.12695E-03
7.2737280E-01,-4.15039E-03
7.2741888E-01,-4.15039E-03
7.2746496E-01,-5.12695E-03
7.2751104E-01,-5.61523E-03
7.2755712E-01,-3.66211E-03
7.2760320E-01,-5.61523E-03
7.2764928E-01,-5.12695E-03
7.2769536E-01,-5.12695E-03
7.2774144E-01,-3.66211E-03
7.2778752E-01,-4.63867E-03
7.2783360E-01,-5.61523E-03
7.2787968E-01,-5.12695E-03
7.2792576E-01,-2.68555E-03
7.2797184E-01,-6.10352E-03
7.2801792E-01,-3.66211E-03
7.2806400E-01,-4.63867E-03
7.2811008E-01,-5.12695E-03
7.2815616E-01,-5.12695E-03
7.2820224E-01,-4.63867E-03
7.2824832E-01,-8.05664E-03
7.2829440E-01,-5.12695E-03
7.2834048E-01,-4.15039E-03
7.2838656E-01,-5.12695E-03
7.2843264E-01,-3.66211E-03
7.2847872E-01,-5.12695E-03
7.2852480E-01,-6.10352E-03
7.2857088E-01,-5.12695E-03
7.2861696E-01,-5.12695E-03
7.2866304E-01,-4.63867E-03
7.2870912E-01,-4.15039E-03
7.2875520E-01,-5.61523E-03
7.2880128E-01,-3.17383E-03
7.2884736E-01,-5.12695E-03
7.2889344E-01,-5.12695E-03
7.2893952E-01,-3.17383E-03
7.2898560E-01,-3.66211E-03
7.2903168E-01,-6.10352E-03
7.2907776E-01,-5.61523E-03
7.2912384E-01,-6.59180E-03
7.2916992E-01,-5.61523E-03
7.2921600E-01,-3.66211E-03
7.2926208E-01,-6.59180E-03
7.2930816E-01,-5.12695E-03
7.2935424E-01,-5.61523E-03
7.2940032E-01,-9.03320E-03
7.2944640E-01,-4.15039E-03
7.2949248E-01,-5.12695E-03
7.2953856E-01,-5.61523E-03
7.2958464E-01,-4.15039E-03
7.2963072E-01,-4.63867E-03
7.2967680E-01,-3.66211E-03
7.2972288E-01,-6.59180E-03
7.2976896E-01,-6.59180E-03
7.2981504E-01,-5.61523E-03
7.2986112E-01,-4.63867E-03
7.2990720E-01,-5.12695E-03
7.2995328E-01,-3.66211E-03
7.2999936E-01,-4.63867E-03
7.3004544E-01,-9.03320E-03
7.3009152E-01,-7.08008E-03
7.3013760E-01,-3.66211E-03
7.3018368E-01,-4.15039E-03
7.3022976E-01,-6.59180E-03
7.3027584E-01,-3.66211E-03
7.3032192E-01,-5.61523E-03
7.3036800E-01,-3.66211E-03
7.3041408E-01,-7.08008E-03
7.3046016E-01,-3.17383E-03
7.3050624E-01,-5.12695E-03
7.3055232E-01,-5.12695E-03
7.3059840E-01,-5.61523E-03
7.3064448E-01,-6.59180E-03
7.3069056E-01,-3.66211E-03
7.3073664E-01,-6.59180E-03
7.3078272E-01,-5.12695E-03
7.3082880E-01,-4.15039E-03
7.3087488E-01,-3.66211E-03
7.3092096E-01,-5.12695E-03
7.3096704E-01,-3.17383E-03
7.3101312E-01,1.22070E-03
7.3105920E-01,-5.12695E-03
7.3110528E-01,-4.15039E-03
7.3115136E-01,-3.66211E-03
7.3119744E-01,-4.15039E-03
7.3124352E-01,-1.34277E-02
7.3128960E-01,-5.12695E-03
7.3133568E-01,-5.61523E-03
7.3138176E-01,-9.03320E-03
7.3142784E-01,-3.66211E-03
7.3147392E-01,-4.63867E-03
7.3152000E-01,-5.12695E-03
7.3156608E-01,-5.61523E-03
7.3161216E-01,-5.12695E-03
7.3165824E-01,-4.15039E-03
7.3170432E-01,-1.14746E-02
7.3175040E-01,-5.12695E-03
7.3179648E-01,-6.10352E-03
7.3184256E-01,-3.66211E-03
7.3188864E-01,-3.66211E-03
7.3193472E-01,-4.63867E-03
7.3198080E-01,-6.10352E-03
7.3202688E-01,-5.61523E-03
7.3207296E-01,-5.61523E-03
7.3211904E-01,-1.70898E-03
7.3216512E-01,-7.08008E-03
7.3221120E-01,-7.08008E-03
7.3225728E-01,-4.63867E-03
7.3230336E-01,-5.61523E-03
7.3234944E-01,-5.61523E-03
7.3239552E-01,-4.63867E-03
7.3244160E-01,-6.10352E-03
7.3248768E-01,-5.12695E-03
7.3253376E-01,-5.12695E-03
7.3257984E-01,-3.66211E-03
7.3262592E-01,-2.19727E-03
7.3267200E-01,-6.10352E-03
7.3271808E-01,-4.63867E-03
7.3276416E-01,-8.05664E-03
7.3281024E-01,-7.08008E-03
7.3285632E-01,-5.12695E-03
7.3290240E-01,-5.12695E-03
7.3294848E-01,-4.63867E-03
7.3299456E-01,-6.10352E-03
7.3304064E-01,-4.63867E-03
7.3308672E-01,-4.63867E-03
7.3313280E-01,-5.61523E-03
7.3317888E-01,-6.10352E-03
7.3322496E-01,-5.61523E-03
7.3327104E-01,-4.15039E-03
7.3331712E-01,-4.15039E-03
7.3336320E-01,-6.10352E-03
7.3340928E-01,-4.15039E-03
7.3345536E-01,-7.08008E-03
7.3350144E-01,-5.12695E-03
7.3354752E-01,-3.66211E-03
7.3359360E-01,-6.10352E-03
7.3363968E-01,-5.12695E-03
7.3368576E-01,-6.10352E-03
7.3373184E-01,-5.61523E-03
7.3377792E-01,-4.15039E-03
7.3382400E-01,-7.08008E-03
7.3387008E-01,-4.63867E-03
7.3391616E-01,-4.15039E-03
7.3396224E-01,-3.17383E-03
7.3400832E-01,-4.15039E-03
7.3405440E-01,-5.12695E-03
7.3410048E-01,-4.63867E-03
7.3414656E-01,-6.10352E-03
7.3419264E-01,-5.61523E-03
7.3423872E-01,-3.17383E-03
7.3428480E-01,-2.68555E-03
7.3433088E-01,-1.22070E-03
7.3437696E-01,-2.19727E-03
7.3442304E-01,-2.44141E-04
7.3446912E-01,-6.59180E-03
7.3451520E-01,-1.00098E-02
7.3456128E-01,-3.66211E-03
7.3460736E-01,-5.61523E-03
7.3465344E-01,-4.15039E-03
7.3469952E-01,-4.15039E-03
7.3474560E-01,-5.61523E-03
7.3479168E-01,-4.63867E-03
7.3483776E-01,-2.19727E-03
7.3488384E-01,-7.32422E-04
7.3492992E-01,-7.08008E-03
7.3497600E-01,-5.12695E-03
7.3502208E-01,-4.15039E-03
7.3506816E-01,-8.05664E-03
7.3511424E-01,-5.61523E-03
7.3516032E-01,-4.15039E-03
7.3520640E-01,-7.08008E-03
7.3525248E-01,-7.56836E-03
7.3529856E-01,-4.15039E-03
7.3534464E-01,-4.63867E-03
7.3539072E-01,-5.12695E-03
7.3543680E-01,-7.08008E-03
7.3548288E-01,-5.12695E-03
7.3552896E-01,-4.15039E-03
7.3557504E-01,-4.15039E-03
7.3562112E-01,-4.15039E-03
7.3566720E-01,-3.66211E-03
7.3571328E-01,-4.15039E-03
7.3575936E-01,-2.19727E-03
7.3580544E-01,-5.61523E-03
7.3585152E-01,-5.61523E-03
7.3589760E-01,-4.15039E-03
7.3594368E-01,-6.59180E-03
7.3598976E-01,-3.66211E-03
7.3603584E-01,-2.68555E-03
7.3608192E-01,-7.08008E-03
7.3612800E-01,-3.17383E-03
7.3617408E-01,-8.05664E-03
7.3622016E-01,-6.10352E-03
7.3626624E-01,-6.10352E-03
7.3631232E-01,-3.66211E-03
7.3635840E-01,-3.17383E-03
7.3640448E-01,-5.61523E-03
7.3645056E-01,-5.61523E-03
7.3649664E-01,-3.66211E-03
7.3654272E-01,-3.66211E-03
7.3658880E-01,-2.19727E-03
7.3663488E-01,-5.61523E-03
7.3668096E-01,-3.17383E-03
7.3672704E-01,-5.12695E-03
7.3677312E-01,-4.15039E-03
7.3681920E-01,-4.63867E-03
7.3686528E-01,-5.61523E-03
7.3691136E-01,-5.61523E-03
7.3695744E-01,-3.66211E-03
7.3700352E-01,-3.17383E-03
7.3704960E-01,-6.59180E-03
7.3709568E-01,-4.15039E-03
7.3714176E-01,-4.15039E-03
7.3718784E-01,-1.70898E-03
7.3723392E-01,-9.03320E-03
7.3728000E-01,-6.10352E-03
7.3732608E-01,-5.61523E-03
7.3737216E-01,-3.66211E-03
7.3741824E-01,-5.12695E-03
7.3746432E-01,-6.10352E-03
7.3751040E-01,-6.10352E-03
7.3755648E-01,-5.12695E-03
7.3760256E-01,-5.61523E-03
7.3764864E-01,-5.12695E-03
7.3769472E-01,-4.15039E-03
7.3774080E-01,-5.61523E-03
7.3778688E-01,-6.59180E-03
7.3783296E-01,-4.63867E-03
7.3787904E-01,-5.61523E-03
7.3792512E-01,-6.10352E-03
7.3797120E-01,-7.08008E-03
7.3801728E-01,-3.66211E-03
7.3806336E-01,-5.12695E-03
7.3810944E-01,-4.15039E-03
7.3815552E-01,-4.63867E-03
7.3820160E-01,-6.59180E-03
7.3824768E-01,-5.61523E-03
7.3829376E-01,-5.12695E-03
7.3833984E-01,-5.12695E-03
7.3838592E-01,-5.61523E-03
7.3843200E-01,-4.15039E-03
7.3847808E-01,-5.61523E-03
7.3852416E-01,-5.12695E-03
7.3857024E-01,-4.15039E-03
7.3861632E-01,-5.12695E-03
7.3866240E-01,-5.12695E-03
7.3870848E-01,-5.61523E-03
7.3875456E-01,-5.61523E-03
7.3880064E-01,-4.15039E-03
7.3884672E-01,-3.66211E-03
7.3889280E-01,-6.10352E-03
7.3893888E-01,-2.68555E-03
7.3898496E-01,-6.59180E-03
7.3903104E-01,-5.12695E-03
7.3907712E-01,-5.61523E-03
7.3912320E-01,-8.05664E-03
7.3916928E-01,-5.61523E-03
7.3921536E-01,-7.08008E-03
7.3926144E-01,-5.61523E-03
7.3930752E-01,-3.66211E-03
7.3935360E-01,-9.03320E-03
7.3939968E-01,-3.66211E-03
7.3944576E-01,-3.66211E-03
7.3949184E-01,-5.12695E-03
7.3953792E-01,-3.66211E-03
7.3958400E-01,-5.61523E-03
7.3963008E-01,-6.10352E-03
7.3967616E-01,-3.66211E-03
7.3972224E-01,-5.12695E-03
7.3976832E-01,-5.12695E-03
7.3981440E-01,-5.12695E-03
7.3986048E-01,-6.59180E-03
7.3990656E-01,-4.63867E-03
7.3995264E-01,-5.12695E-03
7.3999872E-01,-6.59180E-03
7.4004480E-01,-2.68555E-03
7.4009088E-01,-6.10352E-03
7.4013696E-01,-5.61523E-03
7.4018304E-01,-3.17383E-03
7.4022912E-01,-3.17383E-03
7.4027520E-01,-5.61523E-03
7.4032128E-01,-5.12695E-03
7.4036736E-01,-5.12695E-03
7.4041344E-01,-4.63867E-03
7.4045952E-01,-1.09863E-02
7.4050560E-01,-4.63867E-03
7.4055168E-01,-3.66211E-03
7.4059776E-01,-5.12695E-03
7.4064384E-01,-4.15039E-03
7.4068992E-01,-5.12695E-03
7.4073600E-01,-7.08008E-03
7.4078208E-01,-3.66211E-03
7.4082816E-01,-1.19629E-02
7.4087424E-01,-4.63867E-03
7.4092032E-01,-3.66211E-03
7.4096640E-01,-6.10352E-03
7.4101248E-01,-6.59180E-03
7.4105856E-01,-3.66211E-03
7.4110464E-01,-3.66211E-03
7.4115072E-01,-5.61523E-03
7.4119680E-01,-3.66211E-03
7.4124288E-01,-5.61523E-03
7.4128896E-01,-4.15039E-03
7.4133504E-01,-4.63867E-03
7.4138112E-01,-3.66211E-03
7.4142720E-01,-5.61523E-03
7.4147328E-01,-4.15039E-03
7.4151936E-01,-3.17383E-03
7.4156544E-01,-3.17383E-03
7.4161152E-01,-3.66211E-03
7.4165760E-01,-4.15039E-03
7.4170368E-01,-3.17383E-03
7.4174976E-01,-3.66211E-03
7.4179584E-01,-6.10352E-03
7.4184192E-01,-4.63867E-03
7.4188800E-01,-8.54492E-03
7.4193408E-01,-5.12695E-03
7.4198016E-01,-5.61523E-03
7.4202624E-01,-4.15039E-03
7.4207232E-01,-4.15039E-03
7.4211840E-01,-6.10352E-03
7.4216448E-01,-5.61523E-03
7.4221056E-01,-4.15039E-03
7.4225664E-01,-6.59180E-03
7.4230272E-01,-6.10352E-03
7.4234880E-01,-4.63867E-03
7.4239488E-01,-5.61523E-03
7.4244096E-01,-6.59180E-03
7.4248704E-01,-4.63867E-03
7.4253312E-01,-6.10352E-03
7.4257920E-01,-6.59180E-03
7.4262528E-01,-5.61523E-03
7.4267136E-01,-5.12695E-03
7.4271744E-01,-5.12695E-03
7.4276352E-01,-5.12695E-03
7.4280960E-01,-8.54492E-03
7.4285568E-01,-4.15039E-03
7.4290176E-01,-4.15039E-03
7.4294784E-01,-5.61523E-03
7.4299392E-01,-5.12695E-03
7.4304000E-01,-5.12695E-03
7.4308608E-01,-4.63867E-03
7.4313216E-01,-4.63867E-03
7.4317824E-01,-4.63867E-03
7.4322432E-01,-6.10352E-03
7.4327040E-01,-4.63867E-03
7.4331648E-01,-4.63867E-03
7.4336256E-01,-4.15039E-03
7.4340864E-01,-5.61523E-03
7.4345472E-01,-3.66211E-03
7.4350080E-01,-2.68555E-03
7.4354688E-01,-4.63867E-03
7.4359296E-01,-5.12695E-03
7.4363904E-01,-4.15039E-03
7.4368512E-01,-5.61523E-03
7.4373120E-01,-6.59180E-03
7.4377728E-01,-3.66211E-03
7.4382336E-01,-5.61523E-03
7.4386944E-01,1.22070E-03
7.4391552E-01,-8.05664E-03
7.4396160E-01,-1.04980E-02
7.4400768E-01,-3.66211E-03
7.4405376E-01,-3.66211E-03
7.4409984E-01,-5.12695E-03
7.4414592E-01,-5.12695E-03
7.4419200E-01,-5.61523E-03
7.4423808E-01,-5.12695E-03
7.4428416E-01,-5.12695E-03
7.4433024E-01,-5.12695E-03
7.4437632E-01,-6.10352E-03
7.4442240E-01,-6.10352E-03
7.4446848E-01,-5.12695E-03
7.4451456E-01,-4.63867E-03
7.4456064E-01,-7.56836E-03
7.4460672E-01,-6.10352E-03
7.4465280E-01,-6.10352E-03
7.4469888E-01,-5.61523E-03
7.4474496E-01,-3.66211E-03
7.4479104E-01,-3.66211E-03
7.4483712E-01,-9.03320E-03
7.4488320E-01,-9.03320E-03
7.4492928E-01,-6.59180E-03
7.4497536E-01,-5.12695E-03
7.4502144E-01,-3.66211E-03
7.4506752E-01,-5.61523E-03
7.4511360E-01,-5.12695E-03
7.4515968E-01,-3.66211E-03
7.4520576E-01,-4.63867E-03
7.4525184E-01,-2.68555E-03
7.4529792E-01,-5.12695E-03
7.4534400E-01,-5.12695E-03
7.4539008E-01,-5.12695E-03
7.4543616E-01,-3.66211E-03
7.4548224E-01,-5.61523E-03
7.4552832E-01,-4.63867E-03
7.4557440E-01,-4.63867E-03
7.4562048E-01,-5.12695E-03
7.4566656E-01,-5.61523E-03
7.4571264E-01,-5.12695E-03
7.4575872E-01,-5.12695E-03
7.4580480E-01,-6.10352E-03
7.4585088E-01,-5.12695E-03
7.4589696E-01,-5.12695E-03
7.4594304E-01,-3.66211E-03
7.4598912E-01,-6.59180E-03
7.4603520E-01,-5.12695E-03
7.4608128E-01,-6.59180E-03
7.4612736E-01,-5.12695E-03
7.4617344E-01,-4.63867E-03
7.4621952E-01,-4.63867E-03
7.4626560E-01,-5.61523E-03
7.4631168E-01,-4.15039E-03
7.4635776E-01,-5.12695E-03
7.4640384E-01,-5.61523E-03
7.4644992E-01,-5.12695E-03
7.4649600E-01,-5.61523E-03
7.4654208E-01,-4.63867E-03
7.4658816E-01,-5.12695E-03
7.4663424E-01,-5.61523E-03
7.4668032E-01,-5.61523E-03
7.4672640E-01,-5.12695E-03
7.4677248E-01,-3.66211E-03
7.4681856E-01,-5.61523E-03
7.4686464E-01,-6.59180E-03
7.4691072E-01,-4.63867E-03
7.4695680E-01,-4.63867E-03
7.4700288E-01,-4.63867E-03
7.4704896E-01,-6.59180E-03
7.4709504E-01,-5.12695E-03
7.4714112E-01,-5.12695E-03
7.4718720E-01,-2.68555E-03
7.4723328E-01,-6.10352E-03
7.4727936E-01,-7.56836E-03
7.4732544E-01,-5.61523E-03
7.4737152E-01,-6.59180E-03
7.4741760E-01,-6.59180E-03
7.4746368E-01,-5.61523E-03
7.4750976E-01,-1.14746E-02
7.4755584E-01,-7.08008E-03
7.4760192E-01,-3.66211E-03
7.4764800E-01,-6.10352E-03
7.4769408E-01,-6.10352E-03
7.4774016E-01,-5.12695E-03
7.4778624E-01,-3.66211E-03
7.4783232E-01,-4.63867E-03
7.4787840E-01,-4.63867E-03
7.4792448E-01,-5.61523E-03
7.4797056E-01,-4.15039E-03
7.4801664E-01,-4.63867E-03
7.4806272E-01,-4.63867E-03
7.4810880E-01,-5.12695E-03
7.4815488E-01,-5.61523E-03
7.4820096E-01,-3.66211E-03
7.4824704E-01,-5.12695E-03
7.4829312E-01,-6.10352E-03
7.4833920E-01,-3.17383E-03
7.4838528E-01,-3.17383E-03
7.4843136E-01,-5.61523E-03
7.4847744E-01,-3.66211E-03
7.4852352E-01,-6.59180E-03
7.4856960E-01,-5.61523E-03
7.4861568E-01,-3.66211E-03
7.4866176E-01,-5.61523E-03
7.4870784E-01,-6.59180E-03
7.4875392E-01,-7.08008E-03
7.4880000E-01,-5.61523E-03
7.4884608E-01,-5.12695E-03
7.4889216E-01,-5.12695E-03
7.4893824E-01,-6.10352E-03
7.4898432E-01,-5.12695E-03
7.4903040E-01,-6.59180E-03
7.4907648E-01,-4.63867E-03
7.4912256E-01,-3.66211E-03
7.4916864E-01,-7.08008E-03
7.4921472E-01,-5.12695E-03
7.4926080E-01,-5.12695E-03
7.4930688E-01,-4.63867E-03
7.4935296E-01,-4.63867E-03
7.4939904E-01,-5.61523E-03
7.4944512E-01,-3.17383E-03
7.4949120E-01,-9.03320E-03
7.4953728E-01,-7.08008E-03
7.4958336E-01,-3.66211E-03
7.4962944E-01,-5.61523E-03
7.4967552E-01,-7.08008E-03
7.4972160E-01,-5.12695E-03
7.4976768E-01,-4.63867E-03
7.4981376E-01,-2.68555E-03
7.4985984E-01,-7.08008E-03
7.4990592E-01,-5.61523E-03
7.4995200E-01,-6.10352E-03
7.4999808E-01,-4.15039E-03
7.5004416E-01,-5.61523E-03
7.5009024E-01,-5.12695E-03
7.5013632E-01,-5.12695E-03
7.5018240E-01,-3.66211E-03
7.5022848E-01,-5.12695E-03
7.5027456E-01,-4.15039E-03
7.5032064E-01,-5.61523E-03
7.5036672E-01,-5.12695E-03
7.5041280E-01,-5.61523E-03
7.5045888E-01,-6.10352E-03
7.5050496E-01,-4.63867E-03
7.5055104E-01,-7.56836E-03
7.5059712E-01,-4.63867E-03
7.5064320E-01,-5.61523E-03
7.5068928E-01,-5.12695E-03
7.5073536E-01,-5.61523E-03
7.5078144E-01,-7.56836E-03
7.5082752E-01,-4.63867E-03
7.5087360E-01,-5.61523E-03
7.5091968E-01,-4.63867E-03
7.5096576E-01,-5.12695E-03
7.5101184E-01,-3.66211E-03
7.5105792E-01,-7.08008E-03
7.5110400E-01,-5.61523E-03
7.5115008E-01,-4.63867E-03
7.5119616E-01,1.70898E-03
7.5124224E-01,-5.12695E-03
7.5128832E-01,-4.63867E-03
7.5133440E-01,-4.63867E-03
7.5138048E-01,-6.59180E-03
7.5142656E-01,-4.63867E-03
7.5147264E-01,-5.12695E-03
7.5151872E-01,-5.12695E-03
7.5156480E-01,-1.22070E-03
7.5161088E-01,-6.59180E-03
7.5165696E-01,-4.15039E-03
7.5170304E-01,-1.29395E-02
7.5174912E-01,-1.09863E-02
7.5179520E-01,-6.59180E-03
7.5184128E-01,-3.17383E-03
7.5188736E-01,-8.54492E-03
7.5193344E-01,-5.12695E-03
7.5197952E-01,-3.66211E-03
7.5202560E-01,-4.63867E-03
7.5207168E-01,-5.12695E-03
7.5211776E-01,-5.61523E-03
7.5216384E-01,-3.66211E-03
7.5220992E-01,-5.61523E-03
7.5225600E-01,-5.61523E-03
7.5230208E-01,-5.12695E-03
7.5234816E-01,-5.61523E-03
7.5239424E-01,-5.12695E-03
7.5244032E-01,-3.66211E-03
7.5248640E-01,-5.61523E-03
7.5253248E-01,-6.10352E-03
7.5257856E-01,-5.12695E-03
7.5262464E-01,-5.12695E-03
7.5267072E-01,-5.12695E-03
7.5271680E-01,-2.68555E-03
7.5276288E-01,-3.66211E-03
7.5280896E-01,-5.12695E-03
7.5285504E-01,-4.15039E-03
7.5290112E-01,-5.61523E-03
7.5294720E-01,-5.61523E-03
7.5299328E-01,-4.63867E-03
7.5303936E-01,-5.12695E-03
7.5308544E-01,-3.66211E-03
7.5313152E-01,-2.68555E-03
7.5317760E-01,-4.15039E-03
7.5322368E-01,-5.12695E-03
7.5326976E-01,-5.12695E-03
7.5331584E-01,-4.63867E-03
7.5336192E-01,-6.10352E-03
7.5340800E-01,-5.12695E-03
7.5345408E-01,-5.61523E-03
7.5350016E-01,-6.10352E-03
7.5354624E-01,-4.63867E-03
7.5359232E-01,-6.10352E-03
7.5363840E-01,-3.66211E-03
7.5368448E-01,-4.63867E-03
7.5373056E-01,-9.03320E-03
7.5377664E-01,-3.66211E-03
7.5382272E-01,-4.15039E-03
7.5386880E-01,-4.63867E-03
7.5391488E-01,-2.68555E-03
7.5396096E-01,-5.12695E-03
7.5400704E-01,-5.61523E-03
7.5405312E-01,-6.10352E-03
7.5409920E-01,-4.63867E-03
7.5414528E-01,-4.15039E-03
7.5419136E-01,-4.15039E-03
7.5423744E-01,-5.61523E-03
7.5428352E-01,-5.12695E-03
7.5432960E-01,-5.61523E-03
7.5437568E-01,-6.10352E-03
7.5442176E-01,-6.59180E-03
7.5446784E-01,-4.15039E-03
7.5451392E-01,-5.61523E-03
7.5456000E-01,-3.66211E-03
7.5460608E-01,-7.08008E-03
7.5465216E-01,-5.61523E-03
7.5469824E-01,-5.12695E-03
7.5474432E-01,-5.61523E-03
7.5479040E-01,-6.10352E-03
7.5483648E-01,-7.08008E-03
7.5488256E-01,-4.63867E-03
7.5492864E-01,-4.15039E-03
7.5497472E-01,-3.17383E-03
7.5502080E-01,-5.12695E-03
7.5506688E-01,-5.12695E-03
7.5511296E-01,-4.15039E-03
7.5515904E-01,-4.63867E-03
7.5520512E-01,-5.12695E-03
7.5525120E-01,-6.10352E-03
7.5529728E-01,-4.63867E-03
7.5534336E-01,-5.12695E-03
7.5538944E-01,-4.15039E-03
7.5543552E-01,-6.59180E-03
7.5548160E-01,-5.61523E-03
7.5552768E-01,-5.12695E-03
7.5557376E-01,-5.61523E-03
7.5561984E-01,-3.66211E-03
7.5566592E-01,-5.61523E-03
7.5571200E-01,-5.12695E-03
7.5575808E-01,-6.10352E-03
7.5580416E-01,-5.61523E-03
7.5585024E-01,-3.17383E-03
7.5589632E-01,-3.66211E-03
7.5594240E-01,-5.61523E-03
7.5598848E-01,-4.63867E-03
7.5603456E-01,-6.10352E-03
7.5608064E-01,-7.08008E-03
7.5612672E-01,-5.12695E-03
7.5617280E-01,-5.12695E-03
7.5621888E-01,-5.12695E-03
7.5626496E-01,-4.15039E-03
7.5631104E-01,-6.10352E-03
7.5635712E-01,-6.10352E-03
7.5640320E-01,-7.08008E-03
7.5644928E-01,-3.17383E-03
7.5649536E-01,-5.61523E-03
7.5654144E-01,-5.61523E-03
7.5658752E-01,-4.15039E-03
7.5663360E-01,-5.12695E-03
7.5667968E-01,-5.61523E-03
7.5672576E-01,-3.66211E-03
7.5677184E-01,-4.63867E-03
7.5681792E-01,-6.10352E-03
7.5686400E-01,-6.59180E-03
7.5691008E-01,-5.12695E-03
7.5695616E-01,-4.15039E-03
7.5700224E-01,-5.12695E-03
7.5704832E-01,-5.12695E-03
7.5709440E-01,-3.17383E-03
7.5714048E-01,-4.15039E-03
7.5718656E-01,-3.66211E-03
7.5723264E-01,-6.10352E-03
7.5727872E-01,-6.10352E-03
7.5732480E-01,-4.15039E-03
7.5737088E-01,-8.54492E-03
7.5741696E-01,-3.66211E-03
7.5746304E-01,-6.59180E-03
7.5750912E-01,-5.12695E-03
7.5755520E-01,-5.12695E-03
7.5760128E-01,-3.17383E-03
7.5764736E-01,-3.17383E-03
7.5769344E-01,-6.10352E-03
7.5773952E-01,-5.61523E-03
7.5778560E-01,-5.12695E-03
7.5783168E-01,-3.66211E-03
7.5787776E-01,-4.15039E-03
7.5792384E-01,-5.12695E-03
7.5796992E-01,-5.61523E-03
7.5801600E-01,-5.12695E-03
7.5806208E-01,-5.61523E-03
7.5810816E-01,-4.15039E-03
7.5815424E-01,-5.61523E-03
7.5820032E-01,-5.12695E-03
7.5824640E-01,-4.63867E-03
7.5829248E-01,-5.12695E-03
7.5833856E-01,-3.66211E-03
7.5838464E-01,-7.08008E-03
7.5843072E-01,-5.61523E-03
7.5847680E-01,-1.24512E-02
7.5852288E-01,-5.12695E-03
7.5856896E-01,-5.61523E-03
7.5861504E-01,-5.12695E-03
7.5866112E-01,-3.66211E-03
7.5870720E-01,-4.15039E-03
7.5875328E-01,-4.63867E-03
7.5879936E-01,-5.61523E-03
7.5884544E-01,-3.66211E-03
7.5889152E-01,-6.10352E-03
7.5893760E-01,-9.52148E-03
7.5898368E-01,-4.63867E-03
7.5902976E-01,-3.66211E-03
7.5907584E-01,-6.10352E-03
7.5912192E-01,-8.05664E-03
7.5916800E-01,-6.10352E-03
7.5921408E-01,-5.61523E-03
7.5926016E-01,-3.66211E-03
7.5930624E-01,-4.63867E-03
7.5935232E-01,-7.08008E-03
7.5939840E-01,-4.15039E-03
7.5944448E-01,-4.15039E-03
7.5949056E-01,-4.15039E-03
7.5953664E-01,-6.59180E-03
7.5958272E-01,-3.66211E-03
7.5962880E-01,-7.56836E-03
7.5967488E-01,-6.10352E-03
7.5972096E-01,-7.08008E-03
7.5976704E-01,-4.63867E-03
7.5981312E-01,-3.66211E-03
7.5985920E-01,-4.63867E-03
